日期,代码,name,收盘,涨幅%,量比,换手%,信号强度,5日内最高收益%,操作建议
2023-11-13,603717,天域生物,7.27,4.3,3.68,5.18,极强 (⭐⭐⭐⭐⭐),2.75,极强抢筹；若3日无收益或破触发日最低价则离场
2023-11-07,000925,众合科技,9.04,6.48,3.52,14.3,极强 (⭐⭐⭐⭐⭐),18.81,极强抢筹；若3日无收益或破触发日最低价则离场
2023-11-06,002343,慈文传媒,7.11,4.71,3.63,13.7,极强 (⭐⭐⭐⭐⭐),4.5,极强抢筹；若3日无收益或破触发日最低价则离场
2023-11-06,000917,电广传媒,6.31,3.44,3.36,8.7,极强 (⭐⭐⭐⭐⭐),3.49,极强抢筹；若3日无收益或破触发日最低价则离场
2023-10-20,002803,吉宏股份,19.5,5.41,3.46,12.39,极强 (⭐⭐⭐⭐⭐),7.69,极强抢筹；若3日无收益或破触发日最低价则离场
2023-10-18,002823,凯中精密,11.24,3.02,3.22,9.14,极强 (⭐⭐⭐⭐⭐),7.56,极强抢筹；若3日无收益或破触发日最低价则离场
2023-10-09,603158,腾龙股份,7.97,6.69,4.28,7.08,极强 (⭐⭐⭐⭐⭐),6.65,极强抢筹；若3日无收益或破触发日最低价则离场
2023-09-15,002101,广东鸿图,18.09,5.79,3.36,5.1,极强 (⭐⭐⭐⭐⭐),4.04,极强抢筹；若3日无收益或破触发日最低价则离场
2023-09-13,600268,国电南自,7.41,3.49,4.33,5.01,极强 (⭐⭐⭐⭐⭐),0.81,极强抢筹；若3日无收益或破触发日最低价则离场
2023-09-08,000058,深 赛 格,7.11,3.49,3.64,6.29,极强 (⭐⭐⭐⭐⭐),20.11,极强抢筹；若3日无收益或破触发日最低价则离场
2023-09-06,002383,合众思壮,7.54,5.01,3.89,6.84,极强 (⭐⭐⭐⭐⭐),-0.13,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-28,603956,威派格,8.48,5.6,4.07,8.43,极强 (⭐⭐⭐⭐⭐),-0.59,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-15,600833,第一医药,13.4,4.77,3.66,11.32,极强 (⭐⭐⭐⭐⭐),1.64,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-14,002307,北新路桥,5.61,4.86,3.29,6.0,极强 (⭐⭐⭐⭐⭐),-1.6,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-07,600621,华鑫股份,14.16,6.39,3.66,9.93,极强 (⭐⭐⭐⭐⭐),-3.74,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-04,002787,华源控股,7.83,3.85,3.84,5.77,极强 (⭐⭐⭐⭐⭐),33.08,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-04,002104,恒宝股份,9.14,5.18,3.46,9.58,极强 (⭐⭐⭐⭐⭐),1.86,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-03,002797,第一创业,6.81,5.91,4.42,7.82,极强 (⭐⭐⭐⭐⭐),4.7,极强抢筹；若3日无收益或破触发日最低价则离场
2023-08-03,002910,庄园牧场,12.64,5.07,3.22,11.98,极强 (⭐⭐⭐⭐⭐),-0.32,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-31,600838,上海九百,7.49,5.94,3.67,5.14,极强 (⭐⭐⭐⭐⭐),0.4,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-31,002702,海欣食品,5.69,4.02,3.23,5.3,极强 (⭐⭐⭐⭐⭐),10.72,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-25,601456,国联民生,9.6,5.03,3.89,5.31,极强 (⭐⭐⭐⭐⭐),9.9,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-18,002860,星帅尔,14.31,4.99,4.32,9.11,极强 (⭐⭐⭐⭐⭐),1.82,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-18,002413,雷科防务,5.97,4.92,3.02,11.41,极强 (⭐⭐⭐⭐⭐),-1.51,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-11,002998,优彩资源,7.57,3.56,3.02,6.58,极强 (⭐⭐⭐⭐⭐),3.7,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-05,000795,英洛华,8.1,7.0,3.39,12.36,极强 (⭐⭐⭐⭐⭐),-3.09,极强抢筹；若3日无收益或破触发日最低价则离场
2023-07-05,000970,中科三环,13.33,4.22,3.11,5.86,极强 (⭐⭐⭐⭐⭐),-1.05,极强抢筹；若3日无收益或破触发日最低价则离场
2023-06-30,002598,山东章鼓,11.83,3.5,3.01,6.52,极强 (⭐⭐⭐⭐⭐),0.59,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-25,001258,立新能源,10.36,3.6,3.07,9.73,极强 (⭐⭐⭐⭐⭐),3.19,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-19,002953,日丰股份,13.28,4.24,3.82,16.98,极强 (⭐⭐⭐⭐⭐),3.46,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-17,002090,金智科技,13.24,5.0,3.83,10.29,极强 (⭐⭐⭐⭐⭐),2.64,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-16,002576,通达动力,17.6,4.2,3.17,15.21,极强 (⭐⭐⭐⭐⭐),4.94,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-15,002227,奥 特 迅,14.42,6.81,3.98,8.12,极强 (⭐⭐⭐⭐⭐),1.66,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-10,002441,众业达,11.0,7.63,3.43,10.48,极强 (⭐⭐⭐⭐⭐),12.18,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-08,600720,中交设计,12.88,6.53,4.07,7.93,极强 (⭐⭐⭐⭐⭐),4.58,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-05,002763,汇洁股份,8.65,4.98,4.27,8.01,极强 (⭐⭐⭐⭐⭐),5.09,极强抢筹；若3日无收益或破触发日最低价则离场
2023-05-05,600720,中交设计,12.09,6.43,3.28,5.49,极强 (⭐⭐⭐⭐⭐),11.41,极强抢筹；若3日无收益或破触发日最低价则离场
2023-04-26,600267,海正药业,13.21,6.02,4.09,6.75,极强 (⭐⭐⭐⭐⭐),2.5,极强抢筹；若3日无收益或破触发日最低价则离场
2023-04-14,002469,三维化学,6.9,4.86,3.08,9.45,极强 (⭐⭐⭐⭐⭐),7.83,极强抢筹；若3日无收益或破触发日最低价则离场
2023-04-06,000886,海南高速,6.53,8.11,3.57,8.75,极强 (⭐⭐⭐⭐⭐),2.3,极强抢筹；若3日无收益或破触发日最低价则离场
2023-04-04,002491,通鼎互联,6.95,7.59,3.49,16.22,极强 (⭐⭐⭐⭐⭐),-2.73,极强抢筹；若3日无收益或破触发日最低价则离场
2023-04-03,603637,镇海股份,9.14,6.78,3.3,5.84,极强 (⭐⭐⭐⭐⭐),4.92,极强抢筹；若3日无收益或破触发日最低价则离场
2023-03-30,002264,新 华 都,6.5,4.0,3.85,9.09,极强 (⭐⭐⭐⭐⭐),-0.46,极强抢筹；若3日无收益或破触发日最低价则离场
2023-03-28,002871,伟隆股份,15.95,5.84,3.35,8.08,极强 (⭐⭐⭐⭐⭐),0.06,极强抢筹；若3日无收益或破触发日最低价则离场
2023-03-21,002815,崇达技术,11.97,4.82,3.15,5.28,极强 (⭐⭐⭐⭐⭐),17.96,极强抢筹；若3日无收益或破触发日最低价则离场
2023-03-20,002237,恒邦股份,12.43,5.16,3.63,6.75,极强 (⭐⭐⭐⭐⭐),-0.64,极强抢筹；若3日无收益或破触发日最低价则离场
2023-03-08,603836,海程邦达,17.62,3.46,3.51,6.75,极强 (⭐⭐⭐⭐⭐),6.53,极强抢筹；若3日无收益或破触发日最低价则离场
2023-03-08,600072,中船科技,16.18,3.72,3.18,12.35,极强 (⭐⭐⭐⭐⭐),1.67,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-27,002583,海能达,6.25,4.69,3.36,7.56,极强 (⭐⭐⭐⭐⭐),6.4,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-27,002539,云图控股,12.78,5.01,3.33,6.95,极强 (⭐⭐⭐⭐⭐),1.25,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-24,605500,森林包装,11.36,3.27,4.19,7.19,极强 (⭐⭐⭐⭐⭐),1.06,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-23,000505,京粮控股,8.91,5.82,3.92,6.9,极强 (⭐⭐⭐⭐⭐),-2.02,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-20,002438,江苏神通,13.72,5.95,4.13,6.53,极强 (⭐⭐⭐⭐⭐),3.35,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-17,002550,千红制药,6.82,5.57,4.21,12.18,极强 (⭐⭐⭐⭐⭐),0.59,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-17,002462,嘉事堂,16.25,5.04,3.8,8.22,极强 (⭐⭐⭐⭐⭐),0.0,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-17,000650,仁和药业,6.73,4.18,3.34,9.18,极强 (⭐⭐⭐⭐⭐),-0.15,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-15,600797,浙大网新,7.63,5.97,3.47,9.12,极强 (⭐⭐⭐⭐⭐),-2.1,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-15,002951,金时科技,12.2,3.39,3.2,5.54,极强 (⭐⭐⭐⭐⭐),10.0,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-14,002923,润都股份,18.73,6.06,3.87,7.23,极强 (⭐⭐⭐⭐⭐),1.33,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-14,600379,宝光股份,13.25,4.58,3.32,7.35,极强 (⭐⭐⭐⭐⭐),-0.75,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-14,600101,明星电力,9.66,3.43,3.23,6.51,极强 (⭐⭐⭐⭐⭐),0.72,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-14,002722,物产金轮,17.2,4.88,3.18,14.16,极强 (⭐⭐⭐⭐⭐),12.79,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-14,603998,方盛制药,10.32,5.95,3.15,12.57,极强 (⭐⭐⭐⭐⭐),8.33,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-13,603518,锦泓集团,8.25,5.91,3.08,6.51,极强 (⭐⭐⭐⭐⭐),11.88,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-06,603626,科森科技,7.9,3.27,3.59,6.7,极强 (⭐⭐⭐⭐⭐),13.92,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-06,002639,雪人集团,9.25,3.35,3.27,7.65,极强 (⭐⭐⭐⭐⭐),1.41,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-02,000928,中钢国际,7.33,5.32,4.0,5.87,极强 (⭐⭐⭐⭐⭐),0.82,极强抢筹；若3日无收益或破触发日最低价则离场
2023-02-01,002298,中电鑫龙,6.82,6.23,3.66,7.83,极强 (⭐⭐⭐⭐⭐),5.28,极强抢筹；若3日无收益或破触发日最低价则离场
2023-01-31,002921,联诚精密,14.95,3.6,3.62,5.76,极强 (⭐⭐⭐⭐⭐),6.15,极强抢筹；若3日无收益或破触发日最低价则离场
2023-01-20,601956,东贝集团,6.4,4.75,3.37,8.06,极强 (⭐⭐⭐⭐⭐),4.53,极强抢筹；若3日无收益或破触发日最低价则离场
2023-01-11,605218,伟时电子,16.26,3.57,4.29,11.89,极强 (⭐⭐⭐⭐⭐),3.81,极强抢筹；若3日无收益或破触发日最低价则离场
2023-01-10,603105,芯能科技,18.65,3.44,3.31,13.63,极强 (⭐⭐⭐⭐⭐),0.8,极强抢筹；若3日无收益或破触发日最低价则离场
2022-12-27,600257,大湖股份,6.27,3.81,3.63,20.44,极强 (⭐⭐⭐⭐⭐),-1.59,极强抢筹；若3日无收益或破触发日最低价则离场
2022-12-22,002888,惠威科技,13.21,3.04,3.45,16.89,极强 (⭐⭐⭐⭐⭐),2.12,极强抢筹；若3日无收益或破触发日最低价则离场
2022-12-15,600119,长江投资,7.96,5.01,3.11,9.76,极强 (⭐⭐⭐⭐⭐),-2.39,极强抢筹；若3日无收益或破触发日最低价则离场
2022-12-05,002695,煌上煌,12.65,3.01,4.24,6.41,极强 (⭐⭐⭐⭐⭐),10.04,极强抢筹；若3日无收益或破触发日最低价则离场
2022-12-02,600266,城建发展,5.55,7.35,3.2,7.49,极强 (⭐⭐⭐⭐⭐),5.05,极强抢筹；若3日无收益或破触发日最低价则离场
2022-11-23,601798,蓝科高新,8.2,5.67,4.07,8.35,极强 (⭐⭐⭐⭐⭐),-0.24,极强抢筹；若3日无收益或破触发日最低价则离场
2022-11-21,603272,联翔股份,19.65,4.19,4.05,16.07,极强 (⭐⭐⭐⭐⭐),4.02,极强抢筹；若3日无收益或破触发日最低价则离场
2022-11-17,603778,国晟科技,5.0,5.49,3.79,25.38,极强 (⭐⭐⭐⭐⭐),26.0,极强抢筹；若3日无收益或破触发日最低价则离场
2022-11-16,603045,福达合金,18.57,6.24,3.69,6.67,极强 (⭐⭐⭐⭐⭐),0.43,极强抢筹；若3日无收益或破触发日最低价则离场
2022-11-07,000045,深纺织Ａ,9.28,6.91,3.3,8.88,极强 (⭐⭐⭐⭐⭐),2.37,极强抢筹；若3日无收益或破触发日最低价则离场
2022-11-02,600312,平高电气,8.2,4.06,3.86,5.1,极强 (⭐⭐⭐⭐⭐),8.17,极强抢筹；若3日无收益或破触发日最低价则离场
2022-11-01,601038,一拖股份,11.53,7.66,4.38,5.01,极强 (⭐⭐⭐⭐⭐),13.88,极强抢筹；若3日无收益或破触发日最低价则离场
2022-10-31,002644,佛慈制药,10.8,6.3,3.7,7.45,极强 (⭐⭐⭐⭐⭐),5.09,极强抢筹；若3日无收益或破触发日最低价则离场
2022-09-26,603937,丽岛新材,12.78,5.53,3.68,6.85,极强 (⭐⭐⭐⭐⭐),1.72,极强抢筹；若3日无收益或破触发日最低价则离场
2022-09-19,601007,金陵饭店,9.56,8.14,3.15,9.21,极强 (⭐⭐⭐⭐⭐),2.72,极强抢筹；若3日无收益或破触发日最低价则离场
2022-09-05,002343,慈文传媒,6.62,3.44,3.76,17.66,极强 (⭐⭐⭐⭐⭐),-2.27,极强抢筹；若3日无收益或破触发日最低价则离场
2022-08-31,002811,郑中设计,9.5,6.15,3.85,5.88,极强 (⭐⭐⭐⭐⭐),-0.53,极强抢筹；若3日无收益或破触发日最低价则离场
2022-08-18,003015,日久光电,11.09,5.62,3.72,6.52,极强 (⭐⭐⭐⭐⭐),8.93,极强抢筹；若3日无收益或破触发日最低价则离场
2022-07-21,000544,中原环保,8.15,3.43,4.47,9.85,极强 (⭐⭐⭐⭐⭐),10.06,极强抢筹；若3日无收益或破触发日最低价则离场
2022-07-12,605122,四方新材,19.79,6.06,3.34,9.64,极强 (⭐⭐⭐⭐⭐),3.34,极强抢筹；若3日无收益或破触发日最低价则离场
2022-07-12,600956,新天绿能,14.52,4.01,3.06,21.24,极强 (⭐⭐⭐⭐⭐),4.48,极强抢筹；若3日无收益或破触发日最低价则离场
2022-07-11,600956,新天绿能,13.96,7.14,3.1,18.49,极强 (⭐⭐⭐⭐⭐),8.67,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-27,605006,山东玻纤,11.73,5.68,3.03,6.3,极强 (⭐⭐⭐⭐⭐),-0.17,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-23,605005,合兴股份,19.42,6.64,3.1,11.9,极强 (⭐⭐⭐⭐⭐),0.93,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-13,002996,顺博合金,14.38,3.01,4.43,13.4,极强 (⭐⭐⭐⭐⭐),-0.56,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-08,600497,驰宏锌锗,5.91,6.29,3.76,7.97,极强 (⭐⭐⭐⭐⭐),-0.51,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-06,603917,合力科技,16.1,7.05,4.18,6.89,极强 (⭐⭐⭐⭐⭐),7.2,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-02,002651,利君股份,7.92,3.39,3.34,9.11,极强 (⭐⭐⭐⭐⭐),1.77,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-01,000819,岳阳兴长,12.98,4.68,3.55,8.68,极强 (⭐⭐⭐⭐⭐),18.49,极强抢筹；若3日无收益或破触发日最低价则离场
2022-06-01,600099,林海股份,10.29,5.11,3.24,14.2,极强 (⭐⭐⭐⭐⭐),10.01,极强抢筹；若3日无收益或破触发日最低价则离场
2022-05-30,600560,金自天正,10.16,3.89,3.46,5.56,极强 (⭐⭐⭐⭐⭐),4.33,极强抢筹；若3日无收益或破触发日最低价则离场
2022-05-20,603105,芯能科技,10.86,6.05,3.4,6.51,极强 (⭐⭐⭐⭐⭐),-0.46,极强抢筹；若3日无收益或破触发日最低价则离场
2022-04-20,603697,有友食品,15.22,4.89,3.19,5.47,极强 (⭐⭐⭐⭐⭐),-0.13,极强抢筹；若3日无收益或破触发日最低价则离场
2022-04-15,600746,江苏索普,14.96,5.58,3.15,7.74,极强 (⭐⭐⭐⭐⭐),2.47,极强抢筹；若3日无收益或破触发日最低价则离场
2022-04-08,603227,雪峰科技,8.16,8.22,3.79,14.06,极强 (⭐⭐⭐⭐⭐),12.87,极强抢筹；若3日无收益或破触发日最低价则离场
2022-03-29,600796,钱江生化,6.0,4.53,3.25,5.16,极强 (⭐⭐⭐⭐⭐),4.83,极强抢筹；若3日无收益或破触发日最低价则离场
2022-03-24,600789,鲁抗医药,7.11,4.71,3.25,6.34,极强 (⭐⭐⭐⭐⭐),5.91,极强抢筹；若3日无收益或破触发日最低价则离场
2022-03-11,603105,芯能科技,15.25,3.74,3.29,6.45,极强 (⭐⭐⭐⭐⭐),-2.1,极强抢筹；若3日无收益或破触发日最低价则离场
2022-03-10,002809,红墙股份,11.22,6.15,3.22,5.66,极强 (⭐⭐⭐⭐⭐),0.53,极强抢筹；若3日无收益或破触发日最低价则离场
2022-03-09,600319,亚星化学,7.22,4.79,3.71,8.21,极强 (⭐⭐⭐⭐⭐),-0.69,极强抢筹；若3日无收益或破触发日最低价则离场
2022-03-03,002040,南 京 港,7.32,8.12,3.62,5.85,极强 (⭐⭐⭐⭐⭐),-1.64,极强抢筹；若3日无收益或破触发日最低价则离场
2022-02-25,002278,神开股份,6.3,3.79,3.64,6.87,极强 (⭐⭐⭐⭐⭐),13.49,极强抢筹；若3日无收益或破触发日最低价则离场
2022-02-22,002386,天原股份,12.16,5.92,3.22,6.75,极强 (⭐⭐⭐⭐⭐),5.26,极强抢筹；若3日无收益或破触发日最低价则离场
2022-02-21,002125,湘潭电化,12.58,5.36,3.08,7.81,极强 (⭐⭐⭐⭐⭐),19.71,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-19,002877,智能自控,7.4,6.47,3.63,6.58,极强 (⭐⭐⭐⭐⭐),-0.27,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-19,603017,中衡设计,11.32,7.2,3.26,5.93,极强 (⭐⭐⭐⭐⭐),-1.77,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-17,002279,久其软件,5.2,4.84,3.56,5.29,极强 (⭐⭐⭐⭐⭐),10.0,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-17,600692,亚通股份,6.86,4.26,3.55,11.79,极强 (⭐⭐⭐⭐⭐),-1.02,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-14,002571,德力股份,7.59,3.97,3.13,5.09,极强 (⭐⭐⭐⭐⭐),3.03,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-13,603357,设计总院,10.99,4.57,3.28,5.83,极强 (⭐⭐⭐⭐⭐),14.65,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-12,600470,六国化工,7.73,5.89,4.04,12.35,极强 (⭐⭐⭐⭐⭐),-1.68,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-11,002888,惠威科技,14.0,5.42,3.2,8.08,极强 (⭐⭐⭐⭐⭐),0.71,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-11,002875,安奈儿,9.87,4.11,3.13,7.04,极强 (⭐⭐⭐⭐⭐),20.06,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-10,600975,新五丰,7.43,6.6,3.14,8.09,极强 (⭐⭐⭐⭐⭐),5.25,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-07,002723,小崧股份,19.77,6.35,3.34,7.57,极强 (⭐⭐⭐⭐⭐),10.07,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-05,002793,罗欣药业,10.95,5.49,4.37,5.29,极强 (⭐⭐⭐⭐⭐),1.1,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-04,000888,峨眉山Ａ,6.99,5.91,3.34,5.11,极强 (⭐⭐⭐⭐⭐),10.01,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-04,600138,中青旅,10.94,5.39,3.19,5.28,极强 (⭐⭐⭐⭐⭐),1.37,极强抢筹；若3日无收益或破触发日最低价则离场
2022-01-04,600975,新五丰,7.09,4.42,3.18,6.07,极强 (⭐⭐⭐⭐⭐),5.22,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-29,002527,新时达,8.51,3.03,3.78,6.58,极强 (⭐⭐⭐⭐⭐),6.23,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-28,002817,黄山胶囊,11.75,6.24,3.59,12.4,极强 (⭐⭐⭐⭐⭐),5.62,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-27,605188,国光连锁,8.36,3.47,4.26,17.74,极强 (⭐⭐⭐⭐⭐),-0.96,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-23,603729,龙韵股份,13.57,5.03,3.72,5.69,极强 (⭐⭐⭐⭐⭐),-1.62,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-20,000856,冀东装备,8.1,4.92,3.56,9.69,极强 (⭐⭐⭐⭐⭐),7.9,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-16,002800,天顺股份,16.17,6.03,3.36,7.33,极强 (⭐⭐⭐⭐⭐),0.49,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-07,002840,华统股份,13.12,4.71,3.15,5.65,极强 (⭐⭐⭐⭐⭐),5.56,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-01,002951,金时科技,10.11,3.8,3.81,9.41,极强 (⭐⭐⭐⭐⭐),3.17,极强抢筹；若3日无收益或破触发日最低价则离场
2021-12-01,000576,甘化科工,13.86,6.29,3.16,11.06,极强 (⭐⭐⭐⭐⭐),5.05,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-30,002197,ST证通,8.18,5.28,4.2,8.9,极强 (⭐⭐⭐⭐⭐),1.1,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-30,600184,光电股份,16.19,3.65,3.32,8.69,极强 (⭐⭐⭐⭐⭐),0.06,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-30,002104,恒宝股份,6.48,6.23,3.28,8.8,极强 (⭐⭐⭐⭐⭐),0.93,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-29,002197,ST证通,7.77,5.0,4.43,7.66,极强 (⭐⭐⭐⭐⭐),6.44,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-22,603002,宏昌电子,8.37,3.08,3.25,7.81,极强 (⭐⭐⭐⭐⭐),2.27,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-22,603108,润达医疗,12.72,4.95,3.23,5.2,极强 (⭐⭐⭐⭐⭐),4.4,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-15,603020,爱普股份,14.78,5.35,3.03,7.69,极强 (⭐⭐⭐⭐⭐),0.34,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-12,002115,三维通信,6.34,6.91,3.23,6.93,极强 (⭐⭐⭐⭐⭐),-0.47,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-04,002635,安洁科技,15.34,7.5,3.86,8.77,极强 (⭐⭐⭐⭐⭐),2.22,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-03,002860,星帅尔,19.85,6.38,3.73,6.91,极强 (⭐⭐⭐⭐⭐),6.3,极强抢筹；若3日无收益或破触发日最低价则离场
2021-11-01,600318,新力金融,7.83,8.3,4.35,6.84,极强 (⭐⭐⭐⭐⭐),5.62,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-23,002728,特一药业,14.29,7.12,3.39,12.34,极强 (⭐⭐⭐⭐⭐),-0.42,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-22,603967,中创物流,13.0,6.04,4.08,8.46,极强 (⭐⭐⭐⭐⭐),0.92,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-22,600969,郴电国际,7.61,3.4,3.5,5.73,极强 (⭐⭐⭐⭐⭐),7.75,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-08,600505,西昌电力,7.96,4.87,3.15,5.94,极强 (⭐⭐⭐⭐⭐),-1.01,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-07,002039,黔源电力,17.65,5.31,3.75,5.47,极强 (⭐⭐⭐⭐⭐),29.58,极强抢筹；若3日无收益或破触发日最低价则离场
2021-09-07,002953,日丰股份,15.57,4.92,3.17,10.99,极强 (⭐⭐⭐⭐⭐),0.19,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-31,600078,澄星股份,5.86,4.83,3.12,13.67,极强 (⭐⭐⭐⭐⭐),4.78,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-26,002669,康达新材,12.5,3.39,3.32,6.02,极强 (⭐⭐⭐⭐⭐),4.72,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-25,000878,云南铜业,15.83,6.17,3.5,9.92,极强 (⭐⭐⭐⭐⭐),3.66,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-24,002809,红墙股份,11.39,6.15,3.37,6.43,极强 (⭐⭐⭐⭐⭐),3.34,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-24,000731,四川美丰,7.3,7.35,3.16,8.63,极强 (⭐⭐⭐⭐⭐),9.32,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-24,002300,太阳电缆,7.72,5.18,3.12,13.12,极强 (⭐⭐⭐⭐⭐),8.81,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-20,600137,浪莎股份,16.58,5.61,3.82,5.81,极强 (⭐⭐⭐⭐⭐),-0.06,极强抢筹；若3日无收益或破触发日最低价则离场
2021-08-16,605169,洪通燃气,15.12,4.78,3.25,12.44,极强 (⭐⭐⭐⭐⭐),9.06,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-30,600135,乐凯胶片,7.23,4.78,3.31,6.38,极强 (⭐⭐⭐⭐⭐),1.66,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-28,002815,崇达技术,13.85,5.4,3.39,6.34,极强 (⭐⭐⭐⭐⭐),13.36,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-28,002492,恒基达鑫,6.05,3.95,3.09,5.65,极强 (⭐⭐⭐⭐⭐),6.94,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-27,603112,华翔股份,11.36,4.12,3.09,11.05,极强 (⭐⭐⭐⭐⭐),15.76,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-26,601702,华峰铝业,7.72,5.46,3.88,19.53,极强 (⭐⭐⭐⭐⭐),1.42,极强抢筹；若3日无收益或破触发日最低价则离场
2021-07-23,002598,山东章鼓,10.2,4.83,3.45,22.54,极强 (⭐⭐⭐⭐⭐),12.65,极强抢筹；若3日无收益或破触发日最低价则离场
