代码,名称,现价,今日涨幅%,信号强度,历史胜率%,操作建议,放量基准日
000582,北部湾港,9.51,-0.21,75,63.8%,【试错观察】历史胜率64%。量能萎缩达标，回踩支撑有效，可分批进场。,2025-12-25
002322,理工能科,12.63,0.8,75,66.1%,【试错观察】历史胜率66%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-01-05
003036,泰坦股份,15.91,-0.31,75,64.7%,【试错观察】历史胜率65%。量能萎缩达标，回踩支撑有效，可分批进场。,2026-01-05
603279,景津装备,17.3,-0.69,75,63.3%,【试错观察】历史胜率63%。量能萎缩达标，回踩支撑有效，可分批进场。,2025-12-29
002866,传艺科技,18.35,0.05,75,89.2%,【试错观察】历史胜率89%。量能萎缩达标，回踩支撑有效，可分批进场。,2025-12-29
