代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
002910,庄园牧场,11.11,1.85,1.59,无,形态已成
002129,TCL中环,10.37,1.45,1.23,无,形态已成
002106,莱宝高科,14.63,1.41,4.5,无,形态已成
002845,同兴达,15.54,1.41,0.69,无,形态已成
000728,国元证券,7.53,1.33,4.32,无,形态已成
002617,露笑科技,9.15,1.32,1.92,有,形态已成
002962,五方光电,17.61,1.3,-5.52,无,形态已成
000920,沃顿科技,13.4,1.25,-3.51,无,形态已成
002077,大港股份,17.48,1.25,1.1,有,形态已成
603687,大胜达,18.9,1.24,0.28,无,形态已成
600516,方大炭素,5.79,1.23,-2.23,无,形态已成
603166,福达股份,14.24,1.22,-0.25,无,形态已成
000837,秦川机床,12.43,1.21,4.28,无,形态已成
000050,深天马Ａ,9.05,1.21,2.86,无,形态已成
603386,骏亚科技,18.66,1.2,1.07,有,形态已成
600596,新安股份,13.3,1.19,-11.63,无,形态已成
601377,兴业证券,6.17,1.15,3.42,无,形态已成
002456,欧菲光,9.26,1.14,-0.73,无,形态已成
600222,太龙药业,7.91,1.14,1.83,有,形态已成
603269,海鸥股份,15.94,1.1,-25.9,无,形态已成
600703,三安光电,18.23,1.1,3.19,无,形态已成
000795,英洛华,9.73,1.09,4.44,无,形态已成
002185,华天科技,19.51,1.08,1.81,有,形态已成
002387,维信诺,8.25,1.08,-3.08,无,形态已成
600237,铜峰电子,11.81,1.06,0.08,无,形态已成
603181,皇马科技,15.89,1.06,3.73,无,形态已成
600198,大唐电信,9.07,1.06,-1.39,无,形态已成
600458,时代新材,16.45,1.02,4.54,无,形态已成
600063,皖维高新,7.63,1.01,-3.61,无,形态已成
600226,亨通股份,9.2,1.01,4.71,无,形态已成
002254,泰和新材,16.68,1.0,-5.57,无,潜伏中
002137,实益达,10.42,0.99,1.09,无,潜伏中
002669,康达新材,17.29,0.98,3.27,无,潜伏中
002446,盛路通信,11.09,0.97,2.57,无,潜伏中
600246,万通发展,15.37,0.95,-12.12,有,潜伏中
000429,粤高速Ａ,13.89,0.94,1.83,无,潜伏中
600483,福能股份,10.53,0.94,-5.02,无,潜伏中
603225,新凤鸣,19.8,0.93,-2.47,无,潜伏中
605018,长华集团,14.92,0.9,-2.55,有,潜伏中
003025,思进智能,15.06,0.89,-2.42,无,潜伏中
002171,楚江新材,13.09,0.88,-5.31,无,潜伏中
601609,金田股份,11.43,0.87,-4.75,有,潜伏中
002735,王子新材,14.81,0.87,-16.08,无,潜伏中
600730,中国高科,12.16,0.87,-2.35,有,潜伏中
003013,地铁设计,14.35,0.86,-5.29,无,潜伏中
002579,中京电子,19.57,0.85,1.44,有,潜伏中
603730,岱美股份,13.0,0.85,4.55,无,潜伏中
603015,弘讯科技,12.0,0.83,-3.95,无,潜伏中
605006,山东玻纤,18.32,0.82,-13.29,无,潜伏中
603439,贵州三力,13.47,0.82,-9.35,有,潜伏中
000060,中金岭南,7.23,0.81,-4.69,无,潜伏中
