代码,名称,收盘价,量能倍数,5周偏离%,洗盘痕迹,状态
002520,日发精机,6.72,1.54,-3.17,无,形态已成
002072,凯瑞德,7.41,1.48,-13.86,无,形态已成
002559,亚威股份,11.79,1.39,0.53,无,形态已成
002635,安洁科技,17.36,1.35,-7.98,有,形态已成
002452,长高电新,11.18,1.31,-4.18,有,形态已成
000429,粤高速Ａ,13.5,1.27,-0.62,无,形态已成
002456,欧菲光,9.47,1.24,2.38,无,形态已成
002845,同兴达,15.56,1.18,1.03,无,形态已成
600110,诺德股份,12.82,1.18,-13.81,无,形态已成
600889,南京化纤,15.77,1.18,-0.77,有,形态已成
603519,立霸股份,14.72,1.16,1.22,无,形态已成
603213,镇洋发展,14.46,1.16,1.82,有,形态已成
002617,露笑科技,8.44,1.15,-5.7,有,形态已成
002856,美芝股份,17.96,1.15,-10.02,有,形态已成
600601,方正科技,13.18,1.14,-3.92,无,形态已成
003013,地铁设计,15.31,1.11,1.32,无,形态已成
002354,天娱数科,8.54,1.11,1.69,无,形态已成
601156,东航物流,16.46,1.1,-1.77,无,形态已成
002815,崇达技术,18.08,1.1,3.31,有,形态已成
002584,西陇科学,8.76,1.07,-2.93,无,形态已成
002079,苏州固锝,13.6,1.07,1.21,有,形态已成
000970,中科三环,15.52,1.07,3.54,无,形态已成
600039,四川路桥,8.44,1.06,2.08,有,形态已成
601939,建设银行,10.03,1.05,0.46,无,形态已成
603588,高能环境,14.81,1.03,-11.7,无,形态已成
002668,TCL智家,10.48,1.02,1.04,无,形态已成
603135,中重科技,12.83,1.01,-0.65,无,形态已成
002600,领益智造,15.16,1.0,-5.74,无,潜伏中
002129,TCL中环,10.66,0.98,1.6,无,潜伏中
601198,东兴证券,13.78,0.97,4.13,有,潜伏中
600851,海欣股份,8.78,0.97,4.3,有,潜伏中
000700,模塑科技,15.61,0.96,1.11,有,潜伏中
600366,宁波韵升,15.25,0.95,2.29,无,潜伏中
603679,华体科技,18.88,0.95,-5.51,无,潜伏中
600909,华安证券,9.43,0.95,-3.2,无,潜伏中
002167,东方锆业,19.65,0.94,1.73,无,潜伏中
603020,爱普股份,14.03,0.93,1.96,有,潜伏中
000672,上峰水泥,19.65,0.93,0.91,有,潜伏中
002106,莱宝高科,11.64,0.92,-14.56,无,潜伏中
600012,皖通高速,16.62,0.91,1.83,有,潜伏中
600397,江钨装备,18.84,0.91,-10.67,无,潜伏中
601881,中国银河,12.94,0.9,2.15,无,潜伏中
000783,长江证券,8.74,0.89,-0.68,有,潜伏中
002643,万润股份,17.92,0.89,-0.65,无,潜伏中
603010,万盛股份,15.09,0.88,-0.12,无,潜伏中
600769,祥龙电业,17.62,0.87,-7.38,有,潜伏中
601108,财通证券,8.53,0.87,3.34,无,潜伏中
600703,三安光电,16.94,0.84,-4.14,无,潜伏中
002963,豪尔赛,19.45,0.84,-4.86,无,潜伏中
600707,彩虹股份,11.95,0.83,-4.4,无,潜伏中
002258,利尔化学,13.43,0.83,1.11,无,潜伏中
000510,新金路,18.9,0.83,-12.28,无,潜伏中
605006,山东玻纤,16.75,0.81,-19.47,无,潜伏中
